index,Category,Organization,Filed,Sub-Docket,Accession,Description,Accession_Num
35,Filed By,ISO/RTO COUNCIL (ISO/REGIONAL TRANS ORG COUNCIL),09/28/2010,0,20100928-5200 Go to Doc InfoGo to File List,Comments of the ISO/RTO COUNCIL under RM10-23.,20100928-5200
37,Filed By,California Transmission Planning Group,09/29/2010,0,20100929-5145 Go to Doc InfoGo to File List,Comments of the California Transmission Planning Group under RM10-23.,20100929-5145
44,Filed By,"Southern Company Services, Inc.",09/29/2010,0,20100929-5413 Go to Doc InfoGo to File List,"Comments of Southern Company Services, Inc. under RM10-23-000.",20100929-5413
45,Filed By,"DC Energy, LLC",09/29/2010,0,20100929-5418 Go to Doc InfoGo to File List,"Comments of DC Energy, LLC under RM10-23-000.",20100929-5418
50,Filed By,Public Utilities Commission of Ohio,09/29/2010,0,20100929-5047 Go to Doc InfoGo to File List,Comments submitted on behalf of the Public Utilities Commission of Ohio under RM10-23.,20100929-5047
51,Filed By,G&T Cooperatives,09/29/2010,0,20100929-5163 Go to Doc InfoGo to File List,"Comments of Associated Electric Cooperative, Basin Electric Power Cooperative, and Tri-State Generation and Transmission Association under RM10-23.",20100929-5163
52,Filed By,Virginia State Corporation Commission,09/29/2010,0,20100929-5164 Go to Doc InfoGo to File List,Comments of the Virginia State Corporation Commission under RM10-23.,20100929-5164
53,Filed By,Modesto Irrigation District,09/29/2010,0,20100929-5226 Go to Doc InfoGo to File List,Comments of the Modesto Irrigation District under RM10-23.,20100929-5226
55,Filed By,American Public Power Association,09/29/2010,0,20100929-5172 Go to Doc InfoGo to File List,Comments of the American Public Power Association regarding FERC's proposal to amend the transmission planning and cost allocation requirements established in Order No. 890 under RM10-23.,20100929-5172
57,Filed By,Horizon Wind Energy LLC,09/29/2010,0,20100929-5177 Go to Doc InfoGo to File List,Motion to Intervene and Comments of Horizon Wind Energy LLC under RM10-23.,20100929-5177
58,Filed By,The Brattle Group,09/29/2010,0,20100929-5180 Go to Doc InfoGo to File List,Comments of The Brattle Group under RM10-23.,20100929-5180
59,Filed By,Western Independent Transmission Group,09/29/2010,0,20100929-5181 Go to Doc InfoGo to File List,Comments of the Western Independent Transmission Group under RM10-23.,20100929-5181
60,Filed By,Georgia Transmission Corporation,09/29/2010,0,20100929-5238 Go to Doc InfoGo to File List,Comments of Georgia Transmission Corporation on the Transmission Planning and Cost Allocation NOPR under RM10-23.,20100929-5238
63,Filed By,Kansas Corporation Commission,09/29/2010,0,20100929-5243 Go to Doc InfoGo to File List,Comments Of The Kansas Corporation Commission Under under RM10-23.,20100929-5243
64,Filed By,MIDAMERICAN ENERGY HOLDINGS COMPANY,09/29/2010,0,20100929-5244 Go to Doc InfoGo to File List,Comments of MIDAMERICAN ENERGY HOLDINGS COMPANY under RM10-23.,20100929-5244
65,Filed By,"GRIDSOLAR, LLC",09/29/2010,0,20100930-0002 Go to Doc InfoGo to File List,"Comments of Gridsolar, LLC re the NOPR regarding transmission planning and cost allocation udner RM10-23.",20100930-0002
66,Filed By,"Green Energy Express LLC 21st Century Transmission Holdings, LLC",09/29/2010,0,20100929-5385 Go to Doc InfoGo to File List,"COMMENTS OF GREEN ENERGY EXPRESS LLC AND 21st CENTURY TRANSMISSION HOLDINGS, LLC on Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.",20100929-5385
69,Filed By,National Grid USA,09/29/2010,0,20100929-5381 Go to Doc InfoGo to File List,Comments of National Grid USA on Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100929-5381
72,Filed By,"Alliant Energy Corporate Services, Inc.",09/29/2010,0,20100929-5398 Go to Doc InfoGo to File List,"Comments of Alliant Energy Corporate Services, Inc. under RM10-23.",20100929-5398
78,Filed By,Northwestern Corporation (Montana),09/29/2010,0,20100929-5200 Go to Doc InfoGo to File List,Comments of Northwestern Corporation (Montana) under RM10-23.,20100929-5200
79,Filed By,"Massachusetts Municipal Wholesale Electric Company New Hampshire Electric Cooperative, Inc.",09/29/2010,0,20100929-5208 Go to Doc InfoGo to File List,"Comments of Massachusetts Municipal Wholesale Electric Company and New Hampshire Electric Cooperative, Inc. under RM10-23.",20100929-5208
80,Filed By,"Primary Power, LLC",09/29/2010,0,20100929-5246 Go to Doc InfoGo to File List,"Comments of Primary Power, LLC in Docket No. RM10-23.",20100929-5246
81,Filed By,Northeast Utilities Service Company,09/29/2010,0,20100929-5247 Go to Doc InfoGo to File List,Comments of Northeast Utilities Service Company under RM10-23.,20100929-5247
82,Filed By,Bangor Hydro Electric Company,09/29/2010,0,20100929-5248 Go to Doc InfoGo to File List,Bangor Hydro Electric Company NOPR Comments under RM10-23.,20100929-5248
83,Filed By,Indianapolis Power & Light Co,09/29/2010,0,20100929-5249 Go to Doc InfoGo to File List,Comments of Indianapolis Power & Light Co under RM10-23.,20100929-5249
85,Filed By,"E.ON Climate & Renewables North America, LLC",09/29/2010,0,20100929-5253 Go to Doc InfoGo to File List,"Initial Comments of E.ON Climate & Renewables North America, LLC under RM10-23.",20100929-5253
86,Filed By,"Sunflower Electric Power Corporation Mid-Kansas Electric Company, LLC",09/29/2010,0,20100929-5254 Go to Doc InfoGo to File List,"Comments of Sunflower Electric Power Corporation and Mid-Kansas Electric Company, LLC, under RM10-23.",20100929-5254
91,Filed By,Independent Energy Producers Association,09/29/2010,0,20100929-5267 Go to Doc InfoGo to File List,Comments of the Independent Energy Producers Association on Notice of Proposed Rulemaking under RM10-23.,20100929-5267
92,Filed By,"Anbaric Holding, LLC PowerBridge, LLC",09/29/2010,0,20100929-5279 Go to Doc InfoGo to File List,"Comments of Anbaric Holding, LLC and PowerBridge, LLC under RM10-23.",20100929-5279
93,Issued By,"SECRETARY OF THE COMMISSION, FERC",09/29/2010,0,20100929-3053 Go to Doc InfoGo to File List,Notice of Proposed Rulemaking; notice providing for reply comments for Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100929-3053
94,Filed By,Organization of MISO States,09/29/2010,0,20100929-5291 Go to Doc InfoGo to File List,Comments of the Organization of MISO States concerning Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100929-5291
95,Filed By,San Diego Gas & Electric Company,09/29/2010,0,20100929-5293 Go to Doc InfoGo to File List,Comments of San Diego Gas & Electric Company in Response to Notice of Proposed Rulemaking on Transmission Planning and Cost Allocation under RM10-23.,20100929-5293
96,Filed By,"City of Santa Clara, California",09/29/2010,0,20100929-5286 Go to Doc InfoGo to File List,"Comments of the City of Santa Clara, California in RM10-23.",20100929-5286
98,Filed By,Grasslands Renewable Energy LLC,09/29/2010,0,20100929-5290 Go to Doc InfoGo to File List,Comments of Grasslands Renewable Energy LLC concerning Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100929-5290
99,Filed By,"Iberdrola Renewables, Inc.",09/29/2010,0,20100929-5287 Go to Doc InfoGo to File List,"Comments of Iberdrola Renewables, Inc. re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.",20100929-5287
101,Filed By,"Transmission Agency of Northern California Sacramento Municipal Utility District American Public Power Association , California Public Utilities Commission , Indiana Utility Regulatory Commission , New York State Public Service Commission , American Forest & Paper Association , National Association of State Utility Consumer Advocates , MODESTO IRRIGATION DISTRICT (CA) , Joint Commenters (RM10-23) , Utility Reform Network, The , NEVADA BUREAU OF CONSUMER PROTECTION , Vermont Public Service Board , Montana Public Service Commission , State of Maine Public Advocate's Office , New Hampshire Office of Consumer Advocate , South Dakota Public Utilities Commission , Electricity Consumers Resource Council , New Jersey Division of Rate Counsel , American Chemistry Council , New England Conference of Public Utilities Commissioners , California Municipal Utilities Association , Vermont Department of Public Service ,",09/29/2010,0,20100929-5305 Go to Doc InfoGo to File List,Joint Comments on Transmission Rate Incentive and Cost Allocation Issues under RM10-23.,20100929-5305
102,Filed By,"EIF Management, LLC",09/29/2010,0,20100929-5310 Go to Doc InfoGo to File List,"Comments of EIF Management, LLC under RM10-23.",20100929-5310
103,Filed By,Imperial Irrigation District,09/29/2010,0,20100929-5309 Go to Doc InfoGo to File List,Motion to Intervene and Comments of Imperial Irrigation District under RM10-23.,20100929-5309
104,Filed By,"Champlain Hudson Power Express, Inc.",09/29/2010,0,20100929-5314 Go to Doc InfoGo to File List,"Comments of Champlain Hudson Power Express, Inc. on FERC's Notice of Proposed Rulemaking on Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities.",20100929-5314
105,Filed By,WestConnect Parties,09/29/2010,0,20100929-5318 Go to Doc InfoGo to File List,Comments of WestConnect Parties under RM10-23.,20100929-5318
106,Filed By,Alabama Public Service Commission,09/29/2010,0,20100929-5317 Go to Doc InfoGo to File List,Comments of the Alabama Public Service Commission on Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100929-5317
107,Filed By,"Southwest Power Pool, Inc.",09/29/2010,0,20100929-5322 Go to Doc InfoGo to File List,"Comments of Southwest Power Pool, Inc. in Docket No. RM10-23.",20100929-5322
108,Filed By,Bay Area Municipal Transmission Group,09/29/2010,0,20100929-5319 Go to Doc InfoGo to File List,Comments of the Bay Area Municipal Transmission Group in RM10-23.,20100929-5319
110,Filed By,Northern California Power Agency,09/29/2010,0,20100929-5332 Go to Doc InfoGo to File List,Comments of Northern California Power Agency under RM10-23.,20100929-5332
111,Filed By,CapX2020,09/29/2010,0,20100929-5334 Go to Doc InfoGo to File List,Comments of the CapX2020 Utilities under RM10-23.,20100929-5334
113,Filed By,Xcel Energy Services Inc.,09/29/2010,0,20100929-5337 Go to Doc InfoGo to File List,COMMENTS OF XCEL ENERGY SERVICES INC. in RM10-23.,20100929-5337
117,Filed By,Old Dominion Electric Cooperative,09/29/2010,0,20100929-5346 Go to Doc InfoGo to File List,Comments of Old Dominion Electric Cooperative under RM10-23.,20100929-5346
118,Filed By,Southern California Edison Company,09/29/2010,0,20100929-5347 Go to Doc InfoGo to File List,Comments of Southern California Edison Company Concerning The NOPR under RM10-23.,20100929-5347
120,Filed By,Nebraska Public Power District,09/29/2010,0,20100929-5351 Go to Doc InfoGo to File List,Comments of the Nebraska Public Power District in RM10-23.,20100929-5351
121,Filed By,Maine Public Utilities Commission NEW HAMPSHIRE PUBLIC UTILITIES COMM.,09/29/2010,0,20100929-5354 Go to Doc InfoGo to File List,"Comments of the Maine Public Utilities Commission, Maine Office of the Public Advocate, Maine Office of Energy Independence and Security, New Hampshire Public Utilities Commission, Environment Northeast, and Conservation Law Foundation in RM10-23.",20100929-5354
122,Filed By,Electricity Consumers Resource Council,09/29/2010,0,20100929-5356 Go to Doc InfoGo to File List,Comments of Electricity Consumers Resource Council (ELCON) and the Associated Industrial Groups under RM10-23.,20100929-5356
123,Filed By,"LS Power Transmission, LLC",09/29/2010,0,20100929-5352 Go to Doc InfoGo to File List,"Comments of LS Power Transmission, LLC in Support of the Commission's Notice of Proposed Rulemaking under RM10-23.",20100929-5352
124,Filed By,ITC Holdings Corp.,09/29/2010,0,20100929-5355 Go to Doc InfoGo to File List,"Joint Comments of American Electric Power Corp., AWEA, Energy Future Coalition, Iberdrola Renewables, ITC Holdings Corp., LS Power Transmission LLC, Mesa Power Group, LLC, NextEra Energy, Inc., and SEIA in RM10-23",20100929-5355
125,Filed By,"Pioneer Transmission, LLC",09/29/2010,0,20100929-5361 Go to Doc InfoGo to File List,"Initial Comments of Pioneer Transmission, LLC under RM10-23.",20100929-5361
126,Filed By,"Dayton Power and Light Company, The",09/29/2010,0,20100929-5362 Go to Doc InfoGo to File List,Initial Comments of The Dayton Power and Light Company under RM10-23.,20100929-5362
127,Filed By,Transmission Agency of Northern California,09/29/2010,0,20100929-5366 Go to Doc InfoGo to File List,Comments of the Transmission Agency of Northern California in RM10-23.,20100929-5366
128,Filed By,Duquesne Light Company,09/29/2010,0,20100929-5375 Go to Doc InfoGo to File List,Comments of Duquesne Light Company on Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100929-5375
129,Filed By,"Consolidated Edison Company of New York, Inc. and Orange and",09/29/2010,0,20100929-5374 Go to Doc InfoGo to File List,"Comments of Consolidated Edison Company of New York, Inc. and Orange and Rockland Utilities, Inc. re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.",20100929-5374
130,Filed By,City of Los Angeles Department of Water and Power,09/29/2010,0,20100929-5376 Go to Doc InfoGo to File List,Comments of City of Los Angeles Department of Water and Power on Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100929-5376
131,Filed By,Clean Line Energy Partners LLC,09/29/2010,0,20100929-5378 Go to Doc InfoGo to File List,Comments of Clean Line Energy Partners LLC on Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100929-5378
132,Filed By,Massachusetts Department of Public Utilities Massachusetts Department of Energy Resources,09/29/2010,0,20100929-5421 Go to Doc InfoGo to File List,Comments of the Massachusetts Department of Public Utilities and the Massachusetts Department of Energy Resources in RM10-23-000.,20100929-5421
133,Filed By,"NextEra Energy, Inc.",09/29/2010,0,20100929-5412 Go to Doc InfoGo to File List,"Comments of NextEra Energy, Inc. under RM10-23-000.",20100929-5412
135,Filed By,Connecticut Department of Public Utility Control Rhode Island Public Utilities Commission,09/29/2010,0,20100929-5416 Go to Doc InfoGo to File List,Notice of Intervention and Comments of the Connecticut Department of Public Utility Control and the Rhode Island Public Utilities Commission Regarding Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities,20100929-5416
139,Filed By,Consumers Energy Company,09/29/2010,0,20100929-5423 Go to Doc InfoGo to File List,Comments of Consumers Energy Company under RM10-23-000.,20100929-5423
140,Filed By,Powerex Corp.,09/29/2010,0,20100929-5424 Go to Doc InfoGo to File List,Comments of Powerex Corp. on Notice of Proposed Rulemaking under RM10-23-000.,20100929-5424
142,Filed By,Bonneville Power Administration,09/29/2010,0,20100929-5426 Go to Doc InfoGo to File List,Comments of Bonneville Power Administration under RM10-23-000.,20100929-5426
143,Filed By,Large-Scale Solar Association Solar Energy Industries Association,09/29/2010,0,20100929-5429 Go to Doc InfoGo to File List,Comments of the Solar Energy Industries Association and the Large-scale Solar Association under RM10-23-000.,20100929-5429
144,Filed By,"PPL Renewable Energy, LLC PPL Holtwood, LLC PPL New Jersey Biogas, LLC , PPL EnergyPlus, LLC , PPL Montana, LLC , PPL Electric Utilities Corporation , PPL Montour, LLC , PPL Susquehanna, LLC , PPL New Jersey Solar, LLC , PPL Colstrip I, LLC , PPL Colstrip II, LLC , Lower Mount Bethel Energy, LLC , PPL Martins Creek, LLC , PPL University Park, LLC , PPL Brunner Island, LLC ,",09/29/2010,0,20100929-5430 Go to Doc InfoGo to File List,Comments of the PPL Companies under RM10-23-000.,20100929-5430
147,Filed By,"PSEG Energy Resources & Trade LLC Public Service Electric and Gas Company PSEG Power LLC ,",09/29/2010,0,20100929-5437 Go to Doc InfoGo to File List,Comments of the PSEG Companies under RM10-23-000.,20100929-5437
148,Filed By,Midwest ISO Transmission Owners,09/29/2010,0,20100929-5439 Go to Doc InfoGo to File List,Comments of The Midwest ISO Transmission Owners under RM10-23-000.,20100929-5439
149,Filed By,Western Area Power Administration,09/29/2010,0,20100929-5435 Go to Doc InfoGo to File List,Comments of the Western Area Power Administration under RM10-23-000.,20100929-5435
150,Filed By,Oklahoma Gas and Electric Company,09/29/2010,0,20100929-5440 Go to Doc InfoGo to File List,Comments of Oklahoma Gas and Electric Company under RM10-23-000.,20100929-5440
155,Filed By,Energy Future Coalition,09/29/2010,0,20100929-5447 Go to Doc InfoGo to File List,COMMENTS OF THE ENERGY FUTURE COALITION GROUP UNDER RM10-23-000.,20100929-5447
156,Filed By,City and County of San Francisco,09/29/2010,0,20100929-5449 Go to Doc InfoGo to File List,Initial Comments of City and County of San Francisco under RM10-23-000.,20100929-5449
158,Filed By,Transmission Access Policy Study Group,09/29/2010,0,20100929-5452 Go to Doc InfoGo to File List,Comments of Transmission Access Policy Study Group under RM10-23-000.,20100929-5452
161,Filed By,California Municipal Utilities Association,09/29/2010,0,20100929-5453 Go to Doc InfoGo to File List,Initial Comments of California Municipal Utilities Association under RM10-23-000.,20100929-5453
162,Filed By,Exelon Corporation,09/29/2010,0,20100929-5455 Go to Doc InfoGo to File List,Comments of Exelon Corporation under RM10-23-000.,20100929-5455
163,Filed By,Energy Consulting Group LLC,09/29/2010,0,20100929-5457 Go to Doc InfoGo to File List,Comments of Energy Consulting Group LLC under RM10-23-000.,20100929-5457
166,Filed By,Wisconsin Public Service Corporation,09/29/2010,0,20100929-5411 Go to Doc InfoGo to File List,INTEGRYS COMPANIES' COMMENTS ON NOTICE OF PROPOSED RULEMAKING CONCERNING REGIONAL TRANSMISSION PLANNING AND COST ALLOCATION under RM10-23-000.,20100929-5411
167,Filed By,"SENATE, UNITED STATES",09/29/2010,0,20100930-0008 Go to Doc InfoGo to File List,Comments from Senator Byron Dorgan and Senator Harry Reid re the Commission's Rulemaking on Transmission Planning and Cost Allocation under RM10-23.,20100930-0008
170,Filed By,Northern Tier Transmission Group,09/29/2010,0,20100929-5086 Go to Doc InfoGo to File List,Comments of Northern Tier Transmission Group under RM10-23.,20100929-5086
173,Filed By,Ohio Consumers' Counsel,09/29/2010,0,20100929-5109 Go to Doc InfoGo to File List,Comments of the Office of the Ohio Consumers' Counsel and the West Virginia Consumer Advocate Division under RM10-23.,20100929-5109
174,Filed By,Pennsylvania Public Utility Commission,09/29/2010,0,20100929-5107 Go to Doc InfoGo to File List,Comments of Pennsylvania Public Utility Commission under RM10-23.,20100929-5107
175,Filed By,National Audubon Society,09/29/2010,0,20100929-5115 Go to Doc InfoGo to File List,Comments of National Audubon Society on Notice of Proposed Rulemaking Regarding Transmission Planning and Cost Allocation byy Transmission Owning and Operating Public Utilities under RM10-23.,20100929-5115
176,Filed By,Public Power Council,09/29/2010,0,20100929-5326 Go to Doc InfoGo to File List,Comments of Public Power Council Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100929-5326
177,Filed By,Six Cities CA,09/29/2010,0,20100929-5327 Go to Doc InfoGo to File List,"Comments on Behalf of the Cities of Anaheim, Azusa, Banning, Colton, Pasadena, and Riverside, CA under RM10-23.",20100929-5327
178,Filed By,"Avista Corporation Puget Sound Energy, Inc.",09/29/2010,0,20100929-5328 Go to Doc InfoGo to File List,"Joint Comments of Avista Corporation and Puget Sound Energy, Inc. on the Notice of Proposed Rulemaking on Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.",20100929-5328
179,Filed By,American Transmission Company LLC,09/29/2010,0,20100929-5329 Go to Doc InfoGo to File List,Comments of American Transmission Company LLC under RM10-23.,20100929-5329
180,Filed By,Pattern Transmission LP,09/29/2010,0,20100929-5330 Go to Doc InfoGo to File List,Comments of Pattern Transmission LP in RM10-23.,20100929-5330
182,Filed By,"First Wind Energy, LLC",09/29/2010,0,20100929-5339 Go to Doc InfoGo to File List,"NOPR Comments of First Wind Energy, LLC in the Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.",20100929-5339
183,Filed By,Public Service Commission of Wisconsin,09/29/2010,0,20100929-5476 Go to Doc InfoGo to File List,Comments of the Public Service Commission of Wisconsin under RM10-23-000.,20100929-5476
184,Filed By,East Texas Cooperatives,09/29/2010,0,20100929-5472 Go to Doc InfoGo to File List,Comments of East Texas Cooperatives under RM10-23-000,20100929-5472
186,Filed By,California Department of Water Resources State Water Project,09/29/2010,0,20100929-5521 Go to Doc InfoGo to File List,Motion to Intervene and Comments of the California Department of Water Resources State Water Project under RM10-23.,20100929-5521
192,Filed By,Eastern Massachusetts Consumer-Owned Sys,09/29/2010,0,20100929-5465 Go to Doc InfoGo to File List,Initial Comments of Eastern Massachusetts Consumer-Owned Sys under RM10-23-000.,20100929-5465
193,Filed By,California Independent System Operator Corporation,09/29/2010,0,20100929-5467 Go to Doc InfoGo to File List,Initial Comments of the California Independent System Operator Corporation on Notice of Proposed Rulemaking under RM10-23-000.,20100929-5467
194,Filed By,"New York Power Authority Central Hudson Gas & Electric Corporation Long Island Power Authority , Niagara Mohawk Power Corporation d/b/a Naitonal Grid , Consolidated Edison Company of New York, Inc. , Orange and Rockland Utilities, Inc. , New York State Electric & Gas Corporation , Rochester Gas and Electric Corporation ,",09/29/2010,0,20100929-5468 Go to Doc InfoGo to File List,Comments of the New York Transmission Owners under RM10-23-000.,20100929-5468
195,Filed By,CPUC,09/29/2010,0,20100929-5469 Go to Doc InfoGo to File List,Notice of Intervention and Joint Comments of CPUC and The Energy Resources Conservation and Development Commission of the State of California under RM10-23-000.,20100929-5469
200,Filed By,ENVIRONMENTAL DEFENSE FUND,09/30/2010,0,20100930-5003 Go to Doc InfoGo to File List,Comments of Environmental Defense Fund on Notice of Proposed Rulemaking: Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100930-5003
201,Filed By,South Carolina Electric & Gas Company,09/30/2010,0,20100930-5242 Go to Doc InfoGo to File List,Request of South Carolina Electric & Gas Company to Accept Comments 2 Minutes Out-of-Time under RM10-23.,20100930-5242
203,Filed By,South Carolina Electric & Gas Company,09/30/2010,0,20100930-5002 Go to Doc InfoGo to File List,Comments of South Carolina Electric & Gas Company on Notice of Proposed Rulemaking Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100930-5002
205,Filed By,Arizona Corporation Commission,09/30/2010,0,20100930-5000 Go to Doc InfoGo to File List,Arizona Corporation Commission's Comments on Notice of Proposed Rulemaking: Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20100930-5000
208,Filed By,Kansas City Power & Light Company and KCP & L Greater Missou,09/30/2010,0,20100930-5470 Go to Doc InfoGo to File List,Comments of Kansas City Power & Light Company and KCP&L Greater Missouri Operations Company and Motion to Accept Comments One Day Out of Time under RM10-23.,20100930-5470
209,Filed By,Maine Public Utilities Commission,10/01/2010,0,20101001-5067 Go to Doc InfoGo to File List,Letters to Commissioners enclosing Maine PUC?s and Joint Filers? Comments on Commission?s proposed rulemaking under RM10-23.,20101001-5067
210,Filed By,NORTH CAROLINA UTILITIES COMMISSION Public Staff -- NC Utilities Commission,10/05/2010,0,20101005-5062 Go to Doc InfoGo to File List,Comments of NC Utilities Commission and Public Staff of the NC Utilities Commission regarding Transmission Planning and Cost Allocation NOPR under RM10-23.,20101005-5062
211,Filed By,Illinois Commerce Commission,10/06/2010,0,20101006-5069 Go to Doc InfoGo to File List,Motion to File Comments Out of Time & Comments of Illinois Commerce Commission under FERC RM10-23.,20101006-5069
216,Filed By,Energy Consulting Group LLC,10/14/2010,0,20101014-5020 Go to Doc InfoGo to File List,Correction to Comments of Energy Consulting Group LLC re Transmission Planning and Cost Allocation by Transmission Owning and Operating Public Utilities under RM10-23.,20101014-5020
217,Filed By,Illinois Commerce Commission,11/05/2010,0,20101105-5071 Go to Doc InfoGo to File List,Reply Comments of the Illinois Commerce Commission under RM10-23.,20101105-5071
219,Filed By,Edison Electric Institute,11/10/2010,0,20101110-5060 Go to Doc InfoGo to File List,Reply Comments of the Edison Electric Institute under RM10-23.,20101110-5060
221,Filed By,Individual No Affiliation,11/12/2010,0,20101112-5114 Go to Doc InfoGo to File List,"Reply comments of Commissioner Nathan A. Skop, Florida Public Service Commission, under Docket No. RM10-23.",20101112-5114
222,Filed By,South Carolina Public Service Authority,11/12/2010,0,20101112-5115 Go to Doc InfoGo to File List,Reply Comments of Ad Hoc Coalition of Southeastern Utilities under RM10-23.,20101112-5115
223,Filed By,H-P Energy Resources LLC,11/12/2010,0,20101112-5163 Go to Doc InfoGo to File List,Reply Comments of H-P Energy Resources LLC under RM10-23.,20101112-5163
226,Filed By,ISO/RTO COUNCIL (ISO/REGIONAL TRANS ORG COUNCIL),11/12/2010,0,20101112-5184 Go to Doc InfoGo to File List,Reply Comments of ISO/RTO COUNCIL (ISO/REGIONAL TRANS ORG COUNCIL) under RM10-23.,20101112-5184
228,Filed By,"Connecticut Department of Public Utility Control Massachusetts Department of Public Utilities Massachusetts Department of Energy Resources , Rhode Island Public Utilities Commission ,",11/12/2010,0,20101112-5250 Go to Doc InfoGo to File List,Reply Comments of the Southern New England States under RM10-23.,20101112-5250
229,Filed By,Exelon Corporation,11/12/2010,0,20101112-5277 Go to Doc InfoGo to File List,Reply Comments of Exelon Corporation under RM10-23.,20101112-5277
230,Filed By,California Transmission Planning Group,11/12/2010,0,20101112-5278 Go to Doc InfoGo to File List,Reply Comments of the California Transmission Planning Group under RM10-23..,20101112-5278
233,Filed By,"Southern Company Services, Inc.",11/12/2010,0,20101112-5282 Go to Doc InfoGo to File List,"Reply Comments of Southern Company Services, Inc. under RM10-23.",20101112-5282
234,Filed By,"City of Santa Clara, California",11/12/2010,0,20101112-5283 Go to Doc InfoGo to File List,"Reply Comments of the City of Santa Clara, California under RM10-23.",20101112-5283
235,Filed By,ITC Holdings Corp.,11/12/2010,0,20101112-5284 Go to Doc InfoGo to File List,"Joint Reply Comments of Amercian Electric Power Corp., et al., in Docket No. RM10-23.",20101112-5284
236,Filed By,Bay Area Municipal Transmission Group,11/12/2010,0,20101112-5286 Go to Doc InfoGo to File List,Reply Comments of the Bay Area Municipal Transmission Group under RM10-23.,20101112-5286
